f, 0.04
f, 0.04
f, 0.05
f, 0.07
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.05
f, 0.05
f, 0.05
f, 0.05
f, 0.05
f, 0.05
f, 0.05
f, 0.05
f, 0.05
f, 0.05
f, 0.06
f, 0.06
f, 0.05
f, 0.05
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.06
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.08
f, 0.08
f, 0.07
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.07
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.07
f, 0.08
f, 0.07
f, 0.07
f, 0.07
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.07
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
f, 0.08
